compound-id	smiles
nmb-1ajv	c1ccc(cc1)C[N@@]2[C@@H]([C@@H]([C@H]([C@H]([N@](S2(=O)=O)Cc3ccccc3)COc4ccccc4)O)O)COc5ccccc5
nmy-1i9v	C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@H]2[C@@H]([C@@H]([C@@H]([C@H](O2)CN)O)O)N)O[C@H]3[C@H]([C@@H]([C@H](O3)CO)O[C@H]4[C@H]([C@@H]([C@@H]([C@@H](O4)CN)O)O)N)O)O)N
nov-1kij	Cc1c(ccc2c1oc(=O)c(c2O)NC(=O)c3ccc(c(c3)CC=C(C)C)O)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)OC(=O)N)O
ntu-1i83	[CH3:14][CH2:11][CH2:10][CH2:8][NH:7][C@H:3]([NH2:4])[S:2][CH3:1]
nvp-1fkp	Cc1ccnc2c1NC(=O)c3cccnc3N2C4CC4
nvp-1lwe	Cc1ccnc2c1NC(=O)c3cccnc3N2C4CC4
nw1-1e1x	C1CCC(CC1)COc2c(c(nc(n2)N)N)N=O
oaa-1l0v	C(C(=O)C(=O)O)C(=O)O
oai-1c83	c1c[nH]c2c1cc(c(c2)NC(=O)C(=O)O)C(=O)O
oap-1kvo	c1ccc(cc1)CCCCCCC(=O)N[C@@H](CCC(=O)O)CSc2ccc(cc2)Cc3ccccc3
oar-1a2c	C(C[C@@H](C=O)N)CNC(=N)N
oba-1c85	c1ccc(c(c1)C(=O)O)NC(=O)C(=O)O
ofl-1dvz	c1ccc(c(c1)C(=O)O)Nc2ccccc2C(F)(F)F
oli-1dkf	CCCCCCCC\C=C/CCCCCCCC(=O)O
olo-1w0x	Cn1cnc2c1nc(nc2NCc3ccccc3)NCCO
opa-1c86	C1COCc2c1c(c(s2)NC(=O)C(=O)O)C(=O)O
opa-1c87	C1COCc2c1c(c(s2)NC(=O)C(=O)O)C(=O)O
ota-1c88	C1CNCc2c1c(c(s2)NC(=O)C(=O)O)C(=O)O
oxc-1r4u	c1([nH]c(=O)[nH]c(=O)n1)C(=O)O
p24-292d	[CH2:11]([CH2:8][CH2:7][NH:6][CH2:5][CH2:4][NH2:1])[CH2:14][NH2:17]
p27-1q6m	c1ccc2c(c1)nnn2C(Cc3ccc(cc3)C(F)(F)P(=O)(O)O)(Cc4ccc(cc4)C(F)(F)P(=O)(O)O)c5ccc(c(c5)F)F
p90-1q6n	c1ccc(cc1)\C=C\C[C@@](Cc2ccc(cc2)C(F)(F)P(=O)(O)O)(c3nc4ccccc4s3)n5c6ccccc6nn5
pao-1oth	C(C[C@@H](C(=O)O)N)CNC(=O)CP(=O)(O)O
pbb-1aqv	c1cc(ccc1CSC[C@@H](C=O)N)Br
pd1-2fgi	CCN(CC)CCCCNc1ncc2cc(c(nc2n1)NC(=O)NC(C)(C)C)c3cc(cc(c3)OC)OC
pda-3daa	[CH3:20][c:17]1[c:18]([c:3]([c:4]([cH:15][n:16]1)[CH2:5][O:8][P:9](=[O:10])([OH:11])[OH:13])[CH2:2][NH:1][C@H:25]([CH3:27])[C:31](=[O:32])[OH:33])[OH:19]
pfa-1n46	Cc1cc(cc(c1Oc2ccc(c(c2)C(C)C)O)C)n3c(=O)[nH]c(=O)cn3
pfp-2br1	COc1ccc(cc1)c2c3c(ncnc3oc2c4ccc(cc4)OC)NCCO
pfq-2brb	c1ccc(cc1)c2c3c(ncnc3oc2c4ccccc4)NCCO
pg5-1d1j	COCCOCCOCCOC
pgx-1ddx	[CH3:41][CH2:40][CH2:37][CH2:35][CH2:33][C@@H:32](\[CH:30]=[CH:28]\[C@H:18]1[C@H:19]2[CH2:20][C@@H:21]([C@@H:16]1[CH2:13]/[CH:11]=[CH:8]\[CH2:6][CH2:4][CH2:2][C:1](=[O:57])[OH:58])[O:23][O:24]2)[OH:50]
phm-1mtr	CC[C@H](C)[C@H]1C(=O)NCCCOc2ccc(cc2)C[C@@H](C(=O)N1)NC[C@H]([C@H](Cc3ccccc3)NC(=O)OC(C)(C)C)O
pi1-1b6j	CC[C@H](C)[C@@H](C(=O)N[C@@H](C(C)C)C(=O)N)NC(=O)[C@@H]1CCC[N@]1C[C@@H]([C@@H]2Cc3ccc(cc3)OCCCC(=O)N[C@H](C(=O)N2)CC(=O)N)O
pi2-1b6o	CC(C)CCNC[C@H]([C@@H]1Cc2ccc(cc2)OCCCC(=O)N[C@H](C(=O)N1)CC(=O)N)O
pi3-1b6n	CC(C)CCNC[C@H]([C@@H]1Cc2ccc(cc2)OCCCC(=O)N[C@H](C(=O)N1)C(C)C)O
pi4-1b6l	CC(C)(C)NC(=O)[C@@H]1CCCC[N@]1C[C@H]([C@@H]2Cc3ccc(cc3)OCCCC(=O)N[C@H](C(=O)N2)CC(=O)N)O
pi5-1b6k	CC[C@H](C)[C@H]1C(=O)NCCCOc2ccc(cc2)C[C@@H](C(=O)N1)NC[C@H]([C@H](Cc3ccc(cc3)O)NC(=O)[C@H](C(C)C)N4CCCC4=O)O
pi6-1b6m	CC[C@H](C)[C@H]1C(=O)NCCCOc2ccc(cc2)C[C@@H](C(=O)N1)NC[C@H]([C@H](Cc3ccccc3)NC(=O)OC(C)(C)C)O
pi7-1b6p	CC[C@H](C)[C@H]1C(=O)NCCCOc2ccc(cc2)C[C@@H](C(=O)N1)NC[C@H]([C@H](Cc3ccc(cc3)O)NC(=O)[C@H](C(C)C)NC(=O)CC)O
pi8-1d4k	CC[C@H](C)[C@H]1C(=O)NCCCCCOc2ccc(cc2)C[C@@H](C(=O)N1)NC[C@H](C[C@@H](Cc3ccccc3)C(=O)N[C@H]4c5ccccc5C[C@H]4O)O
pic-1bzj	c1cc(cc2c1cc(cc2)C(F)(F)P(=O)(O)O)C(=O)O
plh-1mnc	[CH3:35][CH:33]([CH3:39])[CH2:31][C@H:3]([CH2:2][C:1](=[O:46])[NH:47][OH:48])[C:5](=[O:6])[NH:7][C@@H:8]([CH2:10][c:13]1[cH:14][cH:16][cH:18][cH:20][cH:22]1)[C:24](=[O:29])[NH:25][CH3:26]
pm1-1pye	c1ccc(cc1)C(=O)c2c(nc3n2cc(cc3)C(=O)c4c(cccc4F)F)N
pma-1fup	c1c(c(cc(c1C(=O)O)C(=O)O)C(=O)O)C(=O)O
pns-1qjc	CC(C)(COP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O
pnu-1ikx	C[C@@H](c1cc2ccoc2cn1)Sc3nc(cc(n3)Cl)N
pos-1au2	[CH3:58][CH:57]([CH3:63])[CH2:55][C@@H:37]([C:36](=[O:68])[NH:35][CH2:33][C@H:29]([CH2:27][NH:26][S:23](=[O:24])(=[O:25])[c:18]1[cH:16][cH:14][c:13]([cH:21][cH:19]1)[O:12][c:1]2[cH:2][cH:4][cH:5][cH:7][cH:8]2)[OH:30])[NH:39][C:40](=[O:51])[c:41]3[cH:42][cH:44][n:45][cH:46][cH:48]3
pp2-1qpe	CC(C)(C)n1c2c(c(n1)c3ccc(cc3)Cl)c(ncn2)N
pph-4tmn	CC(C)C[C@@H](C(=O)N[C@@H](C)C(=O)O)N[P@@](=O)([C@H](Cc1ccccc1)NC(=O)OCc2ccccc2)O
pr2-1f0s	c1cc2c(cc(s2)S(=O)(=O)N[C@H]3CCN(C3=O)Cc4cc5ccncc5[nH]4)nc1
prl-1bcu	c1cc(cc2c1cc3ccc(cc3n2)N)N
ps0-1iiq	C[C@@H]([C@H](Cc1ccccc1)N)O
pt1-1br6	c1cc(ccc1C(=O)O)NCc2cnc3c(n2)c(=O)[nH]c(n3)N
pt3-2hpa	[CH3:15][CH2:14][CH2:11][NH:10][C:8](=[O:9])[C@@H:4]([C@H:3]([C:2](=[O:1])[OH:23])[OH:20])[OH:5]
ptm-1jyq	C[C@](Cc1ccc(cc1)OP(=O)(O)O)(C(=O)N[C@@H](CC(=O)N)C(=O)O)NC(=O)[C@H](Cc2ccc(cc2)OP(=O)(O)O)NC(=O)OCc3cccc(c3)N
ptr-1h9o	c1cc(ccc1C[C@@H](C=O)N)OP(=O)(O)O
pvb-1ckp	Cn1cnc2c1ncnc2Nc3cccc(c3)Cl
py6-1cq8	CCCC[C@@H](C(=O)O)NCc1c(cnc(c1O)C)COP(=O)(O)O
q12-1ghv	[H]\N=C(/c1ccc2c(c1)nc([nH]2)c3ccc[nH]c3=O)\N
q25-1fd0	CC1(CCC(c2c1ccc(c2)\C(=N\O)\c3ccc4cc(ccc4c3)C(=O)O)(C)C)C
q82-1hvh	c1ccc(cc1)C[C@@H]2[C@@H]([C@H]([C@H](N(C(=NC#N)N2Cc3ccc(cc3)CO)Cc4ccc(cc4)CO)Cc5ccccc5)O)O
que-2hck	c1cc(c(cc1c2c(c(=O)c3c(cc(cc3o2)O)O)O)O)O
r11-1g32	[H]\N=C(/c1ccc(cc1)NCc2nc3cc(ccc3n2C)Cn4c(nc5c4cccc5)C)\N
r12-3cbs	Cc1cc(cc(c1\C=C\C(=C\C=C\C(=C\C(=O)O)\C)\C)C)O
r56-1bhx	[H]\N=C(\N)/NCCCNC(=O)[C@@H]1CS[C@@H]2N1C(=O)[C@@H](CC2)NS(=O)(=O)Cc3ccccc3
r64-1iyl	Cc1c2c(cccc2OCCCNCc3cccnc3)oc1C(=O)c4nccn4C
ra2-1b9v	[CH3:35][CH2:33][CH:31]([CH2:38][CH3:40])[NH:29][c:7]1[cH:5][c:4]([cH:2][cH:1][c:8]1[N:9]2[C:13](=[O:14])[CH2:12][CH2:11][C:10]2([CH2:19][OH:21])[CH2:24][OH:26])[C:43](=[O:44])[OH:45]
rap-1pbk	C[C@@H]1CC[C@H]2C[C@@H](\C(=C\C=C\C=C\[C@H](C[C@H](C(=O)[C@@H]([C@@H](\C(=C\[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)\C)O)OC)C)C)\C)OC
rcc-1unl	CC[C@H](CO)Nc1nc(c2c(n1)n(cn2)C(C)C)NCc3ccccc3
rdr-1nfx	c1cc(cc2c1cc(s2)S(=O)(=O)[N@]3CCN(C(=O)C3)Cc4cc5cnccc5n4CCO)Cl
rea-1fm9	CC1=CCCC([C@@H]1\C=C\C(=C/C=C/C(=C/C(=O)O)/C)\C)(C)C
rea-2lbd	CC1=C(C(CCC1)(C)C)\C=C\C(=C\C=C\C(=C\C(=O)O)\C)\C
red-1dxm	C(CC[C@H](CCS)S)CC=O
rh1-1h66	CC1=C(C(=O)C(=C(C1=O)N2C=C2)C=O)[N+]3=CC3
rig-1w9u	[H]\N=C(/NCCC[C@H]1C(=O)N2CCC[C@@H]2C(=O)N[C@H]3C[C@H](N(C3=O)[C@H](C(=O)N[C@H](C(=O)N1)CCCC(=O)O)Cc4cnc[nH]4)O)\NC(=O)C
rio-1m4g	[CH2:19]1[C@H:18]([C@@H:14]([C@H:13]([C@@H:23]([C@H:21]1[NH2:50])[O:25][C@@H:26]2[C@@H:42]([C@H:39]([C@@H:35]([C@H:28]([O:27]2)[CH2:29][NH2:30])[OH:36])[OH:40])[NH2:44])[O:12][C@H:11]3[C@@H:7]([C@@H:6]([C@H:5]([O:59]3)[CH2:2][OH:1])[OH:61])[OH:8])[OH:15])[NH2:55]
rit-1hxw	CC(C)c1nc(cs1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2ccccc2)C[C@@H]([C@H](Cc3ccccc3)NC(=O)OCc4cncs4)O
ro4-2tcl	[CH3:46][CH:45]([CH3:50])[CH2:43][C@H:5]([CH2:3][C:2](=[O:1])[NH:58][OH:59])[C:6](=[O:7])[NH:8][C@@H:9]([CH2:10][CH:12]([CH3:13])[CH3:17])[C:23](=[O:24])[NH:25][C@@H:27]([CH3:37])[C:28](=[O:35])[O:29][CH:30]=[CH2:31]
rph-1a2c	C1C[C@H](C[C@H]2[C@@H]1C[C@H](N2)C=O)O
rpp-1lij	c1nc(c2c(n1)n(nc2I)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N
rpr-1ezq	[H]\N=C(\c1cccc(c1)C[C@H]([C@@H](C)NC(=O)c2ccc(cc2)c3cccc(c3)CN)C(=O)OC)/N
rrp-1nfu	[H]\N=C(\c1cccc(c1)CN2CC[N@@](CC2=O)S(=O)(=O)c3cc4ccc(cc4s3)Cl)/N
rrr-1nfw	c1cc(sc1\C=C\S(=O)(=O)[N@]2CCN(C(=O)C2)Cc3cc4cnccc4[nH]3)Cl
rs1-830c	c1cc(ccc1Oc2ccc(cc2)Cl)S(=O)(=O)CC3(CCOCC3)C(=O)NO
rtl-1aqb	[CH3:36][C:35]1=[C:2]([C:1]([CH2:44][CH2:42][CH2:39]1)([CH3:48])[CH3:52])\[CH:3]=[CH:5]\[C:6](=[CH:7]\[CH:8]=[CH:9]\[C:12](=[CH:13][CH2:15][OH:16])[CH3:22])\[CH3:30]
rtl-1brp	[CH3:46][C:9]1=[C:10]([C:1]([CH2:2][CH2:5][CH2:8]1)([CH3:52])[CH3:56])\[CH:12]=[CH:13]\[C:14](=[CH:15]\[CH:18]=[CH:21]\[C:23](=[CH:28][CH2:30][OH:31])[CH3:24])\[CH3:38]
rtl-1fbm	[CH3:41][C:7]1=[C:8]([C:1]([CH2:2][CH2:4][CH2:5]1)([CH3:48])[CH3:52])\[CH:10]=[CH:12]\[C:14](=[CH:15]\[CH:16]=[CH:19]\[C:22](=[CH:23]\[CH2:26][OH:27])\[CH3:32])\[CH3:38]
rtl-1gx8	[CH3:11][C:10]1=[C:14]([C:1]([CH2:6][CH2:7][CH2:8]1)([CH3:2])[CH3:50])\[CH:15]=[CH:18]\[C:19](=[CH:24]\[CH:26]=[CH:27]\[C:29](=[CH:30]\[CH2:32][OH:33])\[CH3:38])\[CH3:20]
rtl-1hbp	[CH3:42][C:41]1=[C:6]([C:1]([CH2:49][CH2:47][CH2:46]1)([CH3:2])[CH3:54])\[CH:8]=[CH:10]\[C:11](=[CH:15]\[CH:16]=[CH:17]\[C:20](=[CH:25]\[CH2:26][OH:28])\[CH3:21])\[CH3:12]
rtl-1qab	[CH3:52][C:42]1=[C:10]([C:1]([CH2:49][CH2:46][CH2:43]1)([CH3:2])[CH3:6])\[CH:11]=[CH:12]\[C:14](=[CH:15]\[CH:18]=[CH:20]\[C:23](=[CH:29]\[CH2:32][OH:34])\[CH3:25])\[CH3:38]
rtl-1rbp	CC1=C(C(CCC1)(C)C)\C=C\C(=C\C=C\C(=C\CO)\C)\C
rtr-1nfy	[H]\N=C(/c1ccc(cc1)CN2CC[N@@](CC2=O)S(=O)(=O)c3cc4ccc(cc4s3)Cl)\N
s11-1ep4	CC(C)c1c(n(c(n1)COC(=O)N)Cc2ccncc2)Sc3cc(cc(c3)Cl)Cl
sah-1af7	c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N
sah-1i1n	c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N
sas-13gs	c1ccnc(c1)NS(=O)(=O)c2ccc(cc2)NNc3ccc(c(c3)C(=O)O)O
sb1-1fki	CC1(COC(=O)CCCCCCCCCCCOC(=O)[C@@H]2CCCCN2C(=O)C1=O)C
sb3-1fkg	CCC(C)(C)C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCc2ccccc2)c3ccccc3
sbi-1ah0	c1cc2c(cc1F)[C@@]3(CCO2)C(=O)NC(=O)N3
sbn-1jlq	Cc1cc(cc(c1)S(=O)(=O)c2cccc(c2C#N)N)C
sbr-1if7	C[C@H](CNC(=O)c1ccc(cc1)S(=O)(=O)N)Cn2ccc3c2cccc3
sbs-1if8	C[C@@H](CNC(=O)c1ccc(cc1)S(=O)(=O)N)Cn2ccc3c2cccc3
sbx-1fkh	CC(C)(C=C)C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCc2ccccc2)C3CCCCC3
sci-3nod	C(C[C@@H](C(=O)O)N)CNC(=S)N
seo-2011	C(CSSCCO)O
sfg-1aqj	c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)C[C@H](CC[C@@H](C(=O)O)N)N)O)O)N
sgc-1e5j	CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)S[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)S[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O)O)O)O
sha-1d5l	[cH:10]1[cH:11][cH:9][c:6]([c:4]([cH:7]1)[C:1](=[O:3])[NH:2][OH:5])[OH:8]
sig-2bcc	[CH3:36]\[CH:35]=[C:30](/[CH3:31])\[CH:28]=[CH:26]\[CH:25]=[CH:22][C@H:21]([CH3:41])[C@H:20]([CH3:46])[C@H:19]([CH3:51])[C@H:17]([CH3:56])[CH2:14][CH2:12][c:11]1[c:61]([c:62](=[O:63])[c:5]2[c:4]([cH:2][c:1]([c:7]([c:6]2[o:10]1)[OH:8])[O:73][CH3:74])[O:68][CH3:69])[CH3:64]
sms-1eou	CC1(O[C@H]2[C@H]3[C@@H](CO[C@]2(O1)COS(=O)(=O)N)OS(=O)(=O)O3)C
sna-1pxh	CCCCCNC(=O)[C@H](Cc1ccc(cc1)C(F)(F)P(=O)(O)O)NC(=O)[C@H](CC(=O)O)NC(=O)Cc2ccc(cc2)C(F)(F)P(=O)(O)O
snd-1ihx	[cH:48]1[n:47][c:43]([c:42]2[c:41]([n:50]1)[n:40]([cH:52][n:51]2)[C@H:38]3[C@@H:36]([C@@H:32]([C@H:31]([O:39]3)[CH2:29][O:28][P@:1](=[O:27])([OH:59])[O:2][P@:3](=[O:4])([OH:25])[O:5][CH2:6][C@@H:8]4[C@H:15]([C@H:11]([C@@H:10]([O:9]4)[NH2:19])[OH:12])[OH:16])[OH:34])[OH:55])[NH2:44]
sph-1k5m	[CH3:36][CH2:35][CH2:32][CH2:31][CH2:30][CH2:27][CH2:25][CH2:23][CH2:21][CH2:19][CH2:17][CH2:16][CH2:13]\[CH:11]=[CH:10]\[C@H:9]([C@H:4]([CH2:1][OH:2])[NH2:5])[OH:56]
sph-1pov	[CH3:29][CH2:27][CH2:26][CH2:23][CH2:21][CH2:19][CH2:18][CH2:17][CH2:16][CH2:15][CH2:14][CH2:11][CH2:9]\[CH:7]=[CH:5]\[C@H:4]([C@@H:3]([CH2:1][OH:2])[NH2:55])[OH:51]
sph-1pvc	[CH3:32][CH2:31][CH2:30][CH2:28][CH2:25][CH2:23][CH2:22][CH2:21][CH2:19][CH2:17][CH2:14][CH2:12][CH2:9]\[CH:6]=[CH:4]\[C@H:3]([C@@H:2]([CH2:1][OH:55])[NH2:51])[OH:49]
sph-2plv	[CH3:34][CH2:33][CH2:32][CH2:31][CH2:30][CH2:27][CH2:25][CH2:23][CH2:20][CH2:17][CH2:15][CH2:13][CH2:12]\[CH:9]=[CH:8]\[C@H:4]([C@H:3]([CH2:55][OH:57])[NH2:1])[OH:6]
spi-1d8f	COc1ccc(cc1)S(=O)(=O)[N@@]2CCN(C[C@@H]2C(=O)NO)C(=O)OCc3ccccc3
spp-1klm	CC(C)Nc1cccnc1N2CCN(CC2)C(=O)c3cc4cc(ccc4[nH]3)NS(=O)(=O)C
srl-1ilh	CCOP(=O)(C(=Cc1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C)P(=O)(OCC)OCC)OCC
srl-1nrl	[CH3:5][CH2:4][O:3][P:1](=[O:2])([C:19](=[CH:38][c:39]1[cH:59][c:45]([c:42]([c:41]([cH:40]1)[C:61]([CH3:62])([CH3:66])[CH3:70])[OH:43])[C:46]([CH3:47])([CH3:51])[CH3:55])[P:20](=[O:21])([O:22][CH2:23][CH3:24])[O:30][CH2:31][CH3:32])[O:11][CH2:12][CH3:13]
srs-1mmr	[CH3:11][CH:9]([CH3:15])[CH2:8][C@H:7]([CH2:6][S:1](=[NH:69])(=[NH:72])[CH3:2])[C:21](=[O:22])[NH:23][C@H:24]1[CH2:26][c:27]2[cH:28][n:30]([c:53]3[c:54]2[cH:55][cH:57][cH:59][cH:61]3)[CH2:31][CH2:33][CH2:34][CH2:37][CH2:38][CH2:41][NH:44][C:45]1=[O:46]
ssb-1bto	CCCC[C@@H]1CC[S@](=O)C1
st8-1ogu	c1cc(ccc1C(=O)N)Nc2nc(c(c(n2)OCC3CCCCC3)N=O)N
sta-1lyb	CC(C)C[C@@H]([C@H](CC(=O)O)O)NC(=O)[C@H](C)NC(=O)C[C@@H]([C@H](CC(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)NC(=O)CC(C)C)O
sti-1xbb	Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)NC(=O)c4ccc(cc4)CN5CCN(CC5)C
stl-1dvs	c1cc(ccc1CCc2cc(cc(c2)O)O)O
sto-1oky	C[C@@]12[C@@H]([C@@H](C[C@@H](O1)n3c4ccccc4c5c3c6n2c7ccccc7c6c8c5C(=O)NC8)NC)OC
sto-1u59	C[C@@]12[C@@H]([C@@H](C[C@@H](O1)n3c4ccccc4c5c3c6n2c7ccccc7c6c8c5C(=O)NC8)NC)OC
sto-1xbc	C[C@@]12[C@@H]([C@@H](C[C@@H](O1)n3c4ccccc4c5c3c6n2c7ccccc7c6c8c5C(=O)NC8)NC)OC
sto-1yhs	C[C@@]12[C@@H]([C@@H](C[C@@H](O1)n3c4ccccc4c5c3c6n2c7ccccc7c6c8c5C(=O)NC8)NC)OC
stu-1aq1	[CH3:53][C@@:20]12[C@@H:21]([C@@H:22]([CH2:23][C@@H:24]([O:25]1)[n:26]3[c:27]4[cH:32][cH:31][cH:30][cH:29][c:28]4[c:5]5[c:6]3[c:7]6[n:19]2[c:10]7[cH:11][cH:12][cH:13][cH:14][c:9]7[c:8]6[c:3]8[c:4]5[C:57](=[O:58])[NH:1][CH2:2]8)[NH:40][CH3:41])[O:47][CH3:48]
stu-1qpd	C[C@@]12[C@@H]([C@@H](C[C@@H](O1)n3c4ccccc4c5c3c6n2c7ccccc7c6c8c5C(=O)NC8)NC)OC
stu-1qpj	C[C@@]12[C@@H]([C@@H](C[C@@H](O1)n3c4ccccc4c5c3c6n2c7ccccc7c6c8c5C(=O)NC8)NC)OC
su9-1pf8	COc1ccc2c(c1)\C(=C\c3cnc[nH]3)\C(=O)N2
swf-1ha2	CC(=O)C[C@@H](c1ccccc1)c2c(c3ccccc3oc2=O)O
swf-1og5	CC(=O)C[C@@H](c1ccccc1)c2c(c3ccccc3oc2=O)O
t1d-2bgd	COc1ccc(cc1N2CC(=O)NS2(=O)=O)c3ccccc3
t2d-2bge	c1ccc(cc1)N2CC(=O)NS2(=O)=O
t76-1nt1	c1cc2c(cc1Cl)CNC(=O)[C@@H]3CCCN3C(=O)[C@H](NC(=O)CCNC(=O)CO2)C4CCCCC4
t87-1g30	[H]\N=C(/c1ccc(cc1)NCc2nc3cc(ccc3n2C)C4(CC4)[C@H](c5ccccn5)NOCC(=O)OCC)\N
tac-2trt	C[C@]1(c2cccc(c2C(=O)C3=C([C@]4([C@@H](C[C@@H]31)[C@@H](C(=C(C4=O)C(=O)N)O)N(C)C)O)O)O)O
tad-1aer	c1c(nc(s1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO[P@](=O)(C[P@](=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)[n+]4c[nH]c5c4ncnc5N)O)O)O)O)O)C(=O)N
tb9-1tvr	C[C@H]1Cn2c3c(cc(cc3[nH]c2=S)Cl)CN1CC=C(C)C
tbh-1jf7	CCCCCNC(=O)[C@H](Cc1ccc(c(c1)C(=O)O)OCC(=O)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C
tbo-1hnv	C[C@H]1Cn2c3c(ccc(c3C[N@]1CC=C(C)C)Cl)nc2S
tbo-1uwb	C[C@H]1Cn2c3c(ccc(c3C[N@]1CC=C(C)C)Cl)[nH]c2=S
tbs-1p5e	c12c(c(c(c(c1Br)Br)Br)Br)nn[nH]2
tck-1arc	[CH3:1][c:4]1[cH:5][cH:7][c:9]([cH:10][cH:12]1)[S:14](=[O:42])(=[O:43])[NH:15][C@@H:16]([CH2:17][CH2:18][CH2:19][CH2:22][NH2:25])[C:32](=[O:38])[CH3:34]
tcr-3aig	c1ccc2c(c1)c3c([nH]2)CN[C@@H](C3)C(=O)O
tdg-1a78	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)S[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O)O)O
tdg-1lt5	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)S[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O)O)O
tfi-1eat	[CH3:45][CH:43]([CH3:49])[C@@H:5]([C:2](=[O:3])[C:1]([F:55])([F:56])[F:57])[NH:6][C:7](=[O:41])[CH2:8][n:10]1[c:11](=[O:39])[c:12]([cH:13][n:14][c:15]1[c:16]2[cH:17][cH:19][c:20]([cH:21][cH:22]2)[NH2:25])[NH:30][S:32](=[O:37])(=[O:38])[CH3:33]
thk-2aid	c1cc(ccc1C2(SCCS2)CCCN3CCC(CC3)(c4ccc(cc4)Cl)O)F
tht-1bvr	CCCCCCCCCCCCC\C=C\C(=O)SCCNC(=O)C
thu-1jtk	c1c(c(oc1N2CC[C@H](NC2=O)O)CO)O
ti3-1qf2	c1ccc(cc1)C[C@@H](C(=O)NCC(=O)N2[C@H](CC[C@H]2C(=O)O)c3ccccc3)S
tk4-1c5c	CC(=O)Nc1ccc2c(c1S(=O)(=O)O)cccc2S(=O)(=O)O
tmb-1cwm	C\C=C\C[C@@H](C)[C@H]([C@@H](C=O)N(C)C)O
tmc-1e2k	Cc1cn(c(=O)nc1O)[C@H]2C[C@@H]([C@]3([C@@H]2C3)CO)O
tmf-1bjg	[cH:18]1[cH:16][c:15]([cH:42][cH:41][c:20]1[C:21](=[O:40])[NH:22][C@H:24]([CH2:29][CH2:30][C:31](=[O:32])[OH:33])[C:25](=[O:26])[OH:27])[N@@:14]2[CH2:45][C@H:47]3[CH:48]=[N:50][c:2]4[c:3]([c:4](=[O:10])[n:5][c:6]([nH:1]4)[NH2:7])[N@H+:12]3[CH2:13]2
tnk-1jla	CC(C)c1c(n(c(=O)[nH]c1=O)COCc2ccccc2)Cc3ccccc3
tnk-1rt2	CC(C)c1c(n(c(=O)[nH]c1=O)COCc2ccccc2)Cc3ccccc3
tnk-1s1v	CC(C)c1c(n(c(=O)[nH]c1=O)COCc2ccccc2)Cc3ccccc3
top-1dg5	COc1cc(cc(c1OC)OC)Cc2cnc(nc2N)N
tp2-1f4c	Cc1ccc(cc1)S(=O)(=O)[N@]2CCC[C@@H]2C(=O)NCCS
tp3-1f4f	c1cc(ccc1C(=O)N[C@@H](CCC(=O)O)C(=O)O)S(=O)(=O)[N@]2CCC[C@@H]2C(=O)O
tp4-1f4g	c1cc(ccc1C(=O)N[C@@H](CCC(=O)O)C(=O)O)S(=O)(=O)[N@]2CCC[C@@H]2C(=O)NCCC(=O)O
tpb-1s6q	Cc1cc(c(c(c1)C)Nc2ccnc(n2)Nc3ccc(cc3)C#N)C
tpi-1bzc	c1cc(cc2c1cc(cc2)C(F)(F)P(=O)(O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N
tpp-1ay0	Cc1c(sc[n+]1Cc2cnc(nc2N)C)CCO[P@@](=O)(O)OP(=O)(O)O
